x,y,x_pa1,x_pa2,y_pa1
-2.758212439079163,-4.6895632293371925,2.54249360301935,2.0067796723350138,-2.0788205072645436
-4.613021472066811,-6.858559463491186,2.936953568092613,2.850196399201803,0.05247927764173063
2.1616914677256416,5.377416820045083,1.4534673669568208,-0.8513086047087266,-1.0903228981175792
4.460989380992909,8.49890531267199,-1.415861684635501,-2.2753906971140463,-3.024562510921032
0.1004024816007093,4.293650095509935,-0.8982364084942268,0.11725831015817309,3.1801700520660168
-3.5339613650012462,-3.543291805380417,1.1237987261522746,2.217424716924103,2.10174344962115
2.941695576896088,7.400186066798788,0.7467434850113044,-1.2870871183938446,0.30050226526742047
-3.3825414316467093,-5.523613598060108,-2.660785386643168,1.471363557962314,-1.8556912949851014
3.175248804807717,6.959368083651263,-0.6170084196085108,-1.5362476931556557,-0.9267870157118054
-2.539703557388704,-3.8942042836831963,-1.3237130590264223,1.2835692351785588,-1.5702469561423598
-1.0724194215462923,-2.2376267170170814,1.0868090579142136,0.7866096089195483,-2.8515520808643395
0.14064596930113976,2.3125422352005156,0.16928641499754105,0.06982596004302333,0.042229795350789856
5.89717430584492,12.80467354903208,0.27698825428561674,-2.624172611438655,-0.0889291597251064
3.2421724000817456,7.33224131253276,-0.026674202392469593,-1.550834691362706,-0.6502529627865798
4.162942558796245,11.283721038128347,0.578153721951903,-1.833226850723436,2.2244990188119913
-0.8762906018528908,1.8683120006057932,-2.5327566772045764,0.29443897861036084,2.77267483883377
-3.5216801805144793,-5.208273745011502,1.4444295692142166,2.1377848521950322,-1.3509233208510545
-3.711500748232207,-5.926960426534078,-0.3160278279607087,2.0389634578756786,-0.6567264715396839
-5.953334668653253,-9.545056131780505,-2.6931832236739104,2.967520087429694,-0.39168382429830717
-0.6919121152889717,-0.27294501801459614,-3.0453373973889724,0.2598982005928478,-1.502845438891055
-0.02293485027772725,2.3217631207215,2.161489651179568,0.47233891465607025,0.943754282396587
1.1977696208547552,2.7940173238022825,-2.009229499713241,-0.5303398773355839,-2.022620884402431
-3.133133089653886,-4.845479720435434,-0.24592257157547884,1.8234768831045864,-1.3818708208698238
5.388884203192244,12.313804133414553,2.7781868857522576,-2.06514445701881,0.8555190052696274
-0.78039701127841,-0.17571761211029976,-0.6614329961168284,0.5938466198143351,-0.8519078594185039
4.899187950441845,10.641745064922763,0.3549215007596397,-2.321272146589946,-1.3301152468812283
5.665867374906824,14.271726706901939,1.0811390227433832,-2.7918895413475653,2.7519697514911026
0.20930239917536167,0.5220434139432695,2.8822039936707795,0.46680598346197416,-2.395989036621417
5.307553865789528,13.039841326551382,1.876173702011011,-2.260992116396002,1.1394026402587598
-1.650836585785809,-0.21509385456203559,-0.2728275136750896,1.249592174085475,1.6749302693280694
3.5624159026430564,9.531143616655244,2.379380182065801,-1.3519300947802475,1.3661777669076642
1.3431676816731342,2.3756313119526844,1.8615463471543918,-0.1577071979596391,-3.1323980477372553
1.236395264563822,5.778163326159379,1.5226451199542985,-0.14667096232714233,2.139005870226471
-3.1943343072005903,-2.570970744941893,-2.748818642856297,1.6484533705630062,2.8002493192190645
-1.965857503122722,-0.763756505876226,2.6505153005691806,1.3128059516659207,1.95963229802481
-2.103283643498386,-1.6693923646219828,-1.9039552633249428,1.13376048703002,0.2201855519656865
4.47022838554704,11.781072585115604,1.2836505946663603,-2.0984407797301574,2.1860442819135826
-4.1358104825788145,-5.095578556381597,0.5341573654946226,2.3671368256481617,1.7143524731463804
0.0662462966572987,1.0041010508315988,1.4392576157997445,0.5334724669978461,-1.385121516368899
-4.547812977438648,-7.725867715619052,-1.3979020469552992,2.2268208607157742,-1.4056015598305223
4.681692057916896,9.277807414723135,-2.4329479118457256,-2.5555436775729854,-2.120532632062506
0.3531143205884273,1.3496172185535082,1.7472554990903193,0.209609056593845,-2.2269484397180257
-0.7039944697206079,-0.02612670901569164,2.2423347495293697,0.8432204632889275,-0.6080423716586656
2.574246871976295,6.740164275675891,-1.3040411028788241,-1.4357700736355532,0.2568449761021037
0.9014521162563336,3.2367698884421108,-1.8626128022930444,-0.7770299748834317,-0.34635231246205
1.5728518173159032,6.489530131432428,-0.32715924589935574,-0.6637360461303613,2.987844245454011
-3.482208040094331,-2.786287682885589,-2.6150770216505204,1.544352166775299,2.6424234268602738
3.483587914719026,9.634718670010903,1.864777120706254,-1.3559449587123042,2.0565190014580734
-3.2434280415565806,-3.988374900014524,-1.8878531838495722,1.5357512023797737,0.5947068337948999
5.944164097826871,11.881838054699204,1.5740225791136753,-2.4520499675284717,-1.3550777485814889
-3.1402077464684353,-3.815555314470026,0.16373590974823155,1.7165238158247882,0.5640880290389714
3.051236534663518,8.561507227907274,0.6531688898688229,-1.2003397374559261,1.2227009554437271
6.527402810661949,13.316367024939694,1.1366848455991836,-2.910952395673427,-0.788288648141882
5.222018588235443,9.783329941473104,-2.179258337686748,-2.8077565977919074,-2.517133630248898
4.282752081240665,8.915469738531591,-2.5945989258510327,-2.4461260502151654,-1.5904748157208584
2.249261969531498,5.8405336255098526,0.9936376587933362,-0.9713413468701843,-0.2211885589431214
-0.22136260422077703,1.5541219582251806,-1.4147616764521758,0.17140063932244892,0.37130138608336644
1.3176004986936862,4.7879846732819376,0.8845893859944236,-0.44945976176810054,0.9336006392215577
3.8294734508916752,9.960454837929937,0.8965501575808383,-1.566502364440088,1.981185793431762
-0.6783234234743418,0.8354032478876914,2.1486009894417464,0.7969814738374991,0.3180160262866111
4.341680491022731,8.801528456619845,-1.6869233304255191,-2.1041193942587277,-2.3285167097576855
-1.8250711076131036,-2.25043087165821,-1.8318087047973464,0.9838136773274033,-1.65023407052375
3.0890678315546065,7.452014874791978,-1.5855181213451588,-1.4462906740220394,-0.4162098401860961
4.7201591037014445,11.662341234086522,-2.470548068862871,-2.5064101635031935,1.8343700329427028
